/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060552.csv,5
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060556.csv,2
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060609.csv,7
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060610.csv,7
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060613.csv,1
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060632.csv,5
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060633.csv,5
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060636.csv,2
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060642.csv,4
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060646.csv,0
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060653.csv,1
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060700.csv,4
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060704.csv,2
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060712.csv,5
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060718.csv,2
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060726.csv,7
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060727.csv,3
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060740.csv,3
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060753.csv,4
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060755.csv,2
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060814.csv,3
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060859.csv,1
/Users/takashi/Documents/knowledge/unrated_knowledge/qtable/qtable_1_20181202_060901.csv,0
